label_en,label_zh
Retrosplenial cortex,皮层
Retrosplenial cortex inferior,皮层下部
Retrosplenial cortex posterior,皮层后部
Retrosplenial cortex superior,皮层上部
Subcallosal cortex,皮层
Subcallosal cortex inferior,皮层下部
Subcallosal cortex superior,皮层上部
Subcentral gyrus LH,回左侧
Subcentral gyrus RH,回右侧
Subcentral gyrus anterior RH,回前部右侧
Subcentral gyrus posterior LH,回后部左侧
Subcentral gyrus posterior RH,回后部右侧
Subgenual cortex,皮层
Suborbital cortex,皮层
Suborbital cortex medial,皮层内侧
Suborbital sulcus,沟
Suborbital sulcus LH,沟左侧
Subparietal sulcus,沟
Subparietal sulcus LH,沟左侧
Subparietal sulcus RH,沟右侧
Subparietal sulcus anterior LH,沟前部左侧
Subparietal sulcus anterior RH,沟前部右侧
Subparietal sulcus inferior LH,沟下部左侧
Subparietal sulcus inferior RH,沟下部右侧
Subparietal sulcus posterior,沟后部
Subparietal sulcus posterior RH,沟后部右侧
Subsplenial area,胼胝体压部下区
Subthalamic nuclei,底丘脑核
Superio occipital sulcus superior RH,沟上部右侧
Superior corona radiata RH,上部放射冠右侧
Superior corona radiata anterior LH,上部放射冠前部左侧
Superior corona radiata posterior LH,上部放射冠后部左侧
Superior fornix and isthmus,上部和
Superior frontal gyrus,额上回
Superior frontal gyrus anterior,额上回前部
Superior frontal gyrus anterior LH,额上回前部左侧
Superior frontal gyrus anterior RH,额上回前部右侧
Superior frontal gyrus anterior medial,额上回前部内侧
Superior frontal gyrus antero-superior,额上回前上部
Superior frontal gyrus antero-superior RH,额上回前上部右侧
Superior frontal gyrus medial,额上回内侧
Superior frontal gyrus medial anterior,额上回内侧前部
Superior frontal gyrus medial mid-anterior,额上回内侧前部
Superior frontal gyrus medial mid-anterior LH,额上回内侧前部左侧
Superior frontal gyrus medial mid-posterior,额上回内侧后部
Superior frontal gyrus medial mid-posterior LH,额上回内侧后部左侧
Superior frontal gyrus medial middle,额上回内侧中部
Superior frontal gyrus medial posterior,额上回内侧后部
Superior frontal gyrus medial superior,额上回内侧上部
Superior frontal gyrus mid-anterior LH,额上回前部左侧
Superior frontal gyrus mid-posterior,额上回后部
Superior frontal gyrus mid-posterior LH,额上回后部左侧
Superior frontal gyrus mid-posterior RH,额上回后部右侧
Superior frontal gyrus mid-posterior lateral RH,额上回后部外侧右侧
Superior frontal gyrus middle,额上回中部
Superior frontal gyrus middle LH,额上回中部左侧
Superior frontal gyrus middle RH,额上回中部右侧
Superior frontal gyrus posterior,额上回后部
Superior frontal gyrus posterior LH,额上回后部左侧
Superior frontal gyrus posterior RH,额上回后部右侧
Superior frontal gyrus posterior lateral LH,额上回后部外侧左侧
Superior frontal gyrus posterior lateral RH,额上回后部外侧右侧
Superior frontal gyrus posterior medial RH,额上回后部内侧右侧
Superior frontal gyrus posterior superior LH,额上回后部上部左侧
Superior frontal gyrus postero-superior LH,额上回后上部左侧
Superior frontal gyrus superior,额上回上部
Superior frontal gyrus superior RH,额上回上部右侧
Superior frontal sulcus,额上沟
Superior frontal sulcus LH,额上沟左侧
Superior frontal sulcus RH,额上沟右侧
Superior frontal sulcus anterior,额上沟前部
Superior frontal sulcus anterior LH,额上沟前部左侧
Superior frontal sulcus anterior RH,额上沟前部右侧
Superior frontal sulcus mid-anterior LH,额上沟前部左侧
Superior frontal sulcus mid-anterior RH,额上沟前部右侧
Superior frontal sulcus mid-posterior LH,额上沟后部左侧
Superior frontal sulcus mid-posterior RH,额上沟后部右侧
Superior frontal sulcus middle,额上沟中部
Superior frontal sulcus middle LH,额上沟中部左侧
Superior frontal sulcus middle RH,额上沟中部右侧
Superior frontal sulcus posterior LH,额上沟后部左侧
Superior frontal sulcus posterior RH,额上沟后部右侧
Superior frontal sulcus posterior inferior LH,额上沟后部下部左侧
Superior longitudinal fasciculus I,上部
Superior longitudinal fasciculus I LH,上部左侧
Superior longitudinal fasciculus I anterior,上部前部
Superior longitudinal fasciculus I anterior LH,上部前部左侧
Superior longitudinal fasciculus I anterior RH,上部前部右侧
Superior longitudinal fasciculus I mid-anterior LH,上部前部左侧
Superior longitudinal fasciculus I mid-anterior RH,上部前部右侧
Superior longitudinal fasciculus I mid-posterior LH,上部后部左侧
Superior longitudinal fasciculus I middle RH,上部中部右侧
Superior longitudinal fasciculus I posterior,上部后部
Superior longitudinal fasciculus I posterior LH,上部后部左侧
Superior longitudinal fasciculus I posterior RH,上部后部右侧
Superior longitudinal fasciculus II LH,上部左侧
Superior longitudinal fasciculus II anterior LH,上部前部左侧
Superior longitudinal fasciculus II anterior RH,上部前部右侧
Superior longitudinal fasciculus II mid-posterior LH,上部后部左侧
Superior longitudinal fasciculus II mid-posterior RH,上部后部右侧
Superior longitudinal fasciculus II middle,上部中部
Superior longitudinal fasciculus II middle LH,上部中部左侧
Superior longitudinal fasciculus II middle RH,上部中部右侧
Superior longitudinal fasciculus II posterior LH,上部后部左侧
Superior longitudinal fasciculus II posterior RH,上部后部右侧
Superior longitudinal fasciculus III anterior LH,上部前部左侧
Superior longitudinal fasciculus III anterior RH,上部前部右侧
Superior longitudinal fasciculus III mid-anterior LH,上部前部左侧
Superior longitudinal fasciculus III mid-anterior RH,上部前部右侧
Superior longitudinal fasciculus III mid-posterior LH,上部后部左侧
Superior longitudinal fasciculus III middle LH,上部中部左侧
Superior longitudinal fasciculus III middle RH,上部中部右侧
Superior longitudinal fasciculus III posterior LH,上部后部左侧
Superior longitudinal fasciculus III posterior RH,上部后部右侧
Superior occipital fasciculus II mid-anterior,上部前部
Superior occipital gyrus,枕上回
Superior occipital gyrus LH,枕上回左侧
Superior occipital gyrus RH,枕上回右侧
Superior occipital gyrus inferior LH,枕上回下部左侧
Superior occipital gyrus inferior RH,枕上回下部右侧
Superior occipital gyrus mid-superior,枕上回上部
Superior occipital gyrus posterior LH,枕上回后部左侧
Superior occipital gyrus superior,枕上回上部
Superior occipital gyrus superior LH,枕上回上部左侧
Superior occipital gyrus superior RH,枕上回上部右侧
Superior occipital sulcus,上部沟
Superior occipital sulcus LH,上部沟左侧
Superior occipital sulcus RH,上部沟右侧
Superior occipital sulcus inferior,上部沟下部
Superior occipital sulcus inferior LH,上部沟下部左侧
Superior occipital sulcus inferior RH,上部沟下部右侧
Superior occipital sulcus middle RH,上部沟中部右侧
Superior occipital sulcus posterior LH,上部沟后部左侧
Superior occipital sulcus superior LH,上部沟上部左侧
Superior occipital sulcus superior RH,上部沟上部右侧
Superior occipito-frontal fasciculus middle,上部中部
Superior parietal lobule,顶上小叶
Superior parietal lobule LH,顶上小叶左侧
Superior parietal lobule RH,顶上小叶右侧
Superior parietal lobule anterior,顶上小叶前部
Superior parietal lobule anterior LH,顶上小叶前部左侧
Superior parietal lobule anterior RH,顶上小叶前部右侧
Superior parietal lobule antero-inferior RH,顶上小叶下部右侧
Superior parietal lobule antero-superior LH,顶上小叶前上部左侧
Superior parietal lobule antero-superior RH,顶上小叶前上部右侧
Superior parietal lobule inferior LH,顶上小叶下部左侧
Superior parietal lobule medial RH,顶上小叶内侧右侧
Superior parietal lobule mid-posterior LH,顶上小叶后部左侧
Superior parietal lobule middle,顶上小叶中部
Superior parietal lobule posterior,顶上小叶后部
Superior parietal lobule posterior LH,顶上小叶后部左侧
Superior parietal lobule posterior RH,顶上小叶后部右侧
Superior parietal lobule postero-inferior posterior,顶上小叶后下部后部
Superior parietal lobule postero-superior LH,顶上小叶后上部左侧
Superior parietal lobule postero-superior RH,顶上小叶后上部右侧
Superior parietal lobule superior,顶上小叶上部
Superior parietal sulcus,上部沟
Superior parietal sulcus LH,上部沟左侧
Superior parietal sulcus RH,上部沟右侧
Superior parietal sulcus inferior LH,上部沟下部左侧
Superior parietal sulcus inferior RH,上部沟下部右侧
Superior parietal sulcus mid-inferior LH,上部沟下部左侧
Superior parietal sulcus middle LH,上部沟中部左侧
Superior parietal sulcus superior,上部沟上部
Superior parietal sulcus superior LH,上部沟上部左侧
Superior parietal sulcus superior RH,上部沟上部右侧
Superior parts of Postcentral and Precentral gyri,上部中央后回和中央前回
Superior parts of central and postcentral gyrus,上部和中央后回
Superior parts of central and postcentral sulci,上部和
Superior parts of central and postcentral sulci LH,上部和左侧
Superior parts of central and postcentral sulci RH,上部和右侧
Superior parts of central and precentral sulci RH,上部和右侧
Superior precentral and postcentral sulci anterior,上部和前部
Superior precentral and postcentral sulci posterior,上部和后部
Superior rostral gyrus,上部回
Superior rostral gyrus anterior,上部回前部
Superior temporal gyrus LH,颞上回左侧
Superior temporal gyrus anterior,颞上回前部
Superior temporal gyrus anterior LH,颞上回前部左侧
Superior temporal gyrus anterior RH,颞上回前部右侧
Superior temporal gyrus anterior medial,颞上回前部内侧
Superior temporal gyrus anterior medial RH,颞上回前部内侧右侧
Superior temporal gyrus medial,颞上回内侧
Superior temporal gyrus medial anterior,颞上回内侧前部
Superior temporal gyrus medial anterior RH,颞上回内侧前部右侧
Superior temporal gyrus mid-anterior LH,颞上回前部左侧
Superior temporal gyrus mid-posterior RH,颞上回后部右侧
Superior temporal gyrus middle,颞上回中部
Superior temporal gyrus middle LH,颞上回中部左侧
Superior temporal gyrus middle RH,颞上回中部右侧
Superior temporal gyrus middle superior LH,颞上回中部上部左侧
Superior temporal gyrus posterior LH,颞上回后部左侧
Superior temporal gyrus posterior RH,颞上回后部右侧
Superior temporal gyrus posterior lateral LH,颞上回后部外侧左侧
Superior temporal gyrus posterior medial LH,颞上回后部内侧左侧
Superior temporal gyrus superior LH,颞上回上部左侧
Superior temporal gyrus superior RH,颞上回上部右侧
Superior temporal sulcus LH,上部沟左侧
Superior temporal sulcus RH,上部沟右侧
Superior temporal sulcus anterior LH,上部沟前部左侧
Superior temporal sulcus anterior RH,上部沟前部右侧
Superior temporal sulcus mid-anterior LH,上部沟前部左侧
Superior temporal sulcus mid-anterior RH,上部沟前部右侧
Superior temporal sulcus mid-posterior LH,上部沟后部左侧
Superior temporal sulcus mid-posterior RH,上部沟后部右侧
Superior temporal sulcus middle LH,上部沟中部左侧
Superior temporal sulcus middle RH,上部沟中部右侧
Superior temporal sulcus middle-inferior RH,上部沟中部-下部右侧
Superior temporal sulcus middle-superior RH,上部沟中部-上部右侧
Superior temporal sulcus posterior LH,上部沟后部左侧
Superior temporal sulcus posterior RH,上部沟后部右侧
Superior temporal sulcus postero-superior LH,上部沟后上部左侧
Superior temporal sulcus postero-superior RH,上部沟后上部右侧
Superior temporal sulcus with angular gyrus,上部沟伴角回
Superior termporal gyrus medial RH,上部回内侧右侧
Supracalcarine cortex RH,距状皮层右侧
Supramarginal gyrus,缘上回
Supramarginal gyrus LH,缘上回左侧
Supramarginal gyrus RH,缘上回右侧
Supramarginal gyrus anterior LH,缘上回前部左侧
Supramarginal gyrus anterior RH,缘上回前部右侧
Supramarginal gyrus antero-inferior LH,缘上回下部左侧
Supramarginal gyrus antero-inferior RH,缘上回下部右侧
Supramarginal gyrus antero-superior LH,缘上回前上部左侧
Supramarginal gyrus antero-superior RH,缘上回前上部右侧
Supramarginal gyrus inferior LH,缘上回下部左侧
Supramarginal gyrus inferior RH,缘上回下部右侧
Supramarginal gyrus middle LH,缘上回中部左侧
Supramarginal gyrus perisylvian LH,缘上回左侧
Supramarginal gyrus posterior LH,缘上回后部左侧
Supramarginal gyrus posterior RH,缘上回后部右侧
Supramarginal gyrus posterior inferior RH,缘上回后部下部右侧
Supramarginal gyrus postero-inferior LH,缘上回后下部左侧
Supramarginal gyrus postero-inferior RH,缘上回后下部右侧
Supramarginal gyrus postero-superior LH,缘上回后上部左侧
Supramarginal gyrus postero-superior RH,缘上回后上部右侧
Supramarginal gyrus superior LH,缘上回上部左侧
Supramarginal gyrus superior RH,缘上回上部右侧
Temporal horn of lateral ventricle RH,的外侧右侧
Temporal pole,颞极
Temporal pole LH,颞极左侧
Temporal pole RH,颞极右侧
Temporal pole inferior,颞极下部
Temporal pole superior,颞极上部
Temporal pole superior RH,颞极上部右侧
Temporal pole superior medial LH,颞极上部内侧左侧
Thalamic radiation mid-posterior,后部
Thalamus,丘脑
Thalamus LH,丘脑左侧
Thalamus and globus pallidus,丘脑和苍白球
Thalamus anterior,丘脑前部
Thalamus anterior RH,丘脑前部右侧
Thalamus antero-superior,丘脑前上部
Thalamus inferior,丘脑下部
Thalamus lateral,丘脑外侧
Thalamus lateral LH,丘脑外侧左侧
Thalamus medial,丘脑内侧
Thalamus middle,丘脑中部
Thalamus posterior,丘脑后部
Thalamus posterior RH,丘脑后部右侧
Thalamus superior,丘脑上部
Third ventricle,第三脑室
Third ventricle anterior,第三脑室前部
Third ventricle posterior,第三脑室后部
Transverse occipital sulcus,沟
Transverse sinus,横窦
Uncinate fasciculus,钩束
Uncinate fasciculus anterior,钩束前部
Ventral striatum RH,腹侧右侧
Ventral visual stream,腹侧
Ventrolateral prefrontal cortex LH,外侧皮层左侧
Ventrolateral prefrontal cortex RH,外侧皮层右侧
Ventromedial prefrontal cortex,内侧皮层
Ventromedial prefrontal cortex LH,内侧皮层左侧
Ventromedial prefrontal cortex anterior,内侧皮层前部
Ventromedial prefrontal cortex anterior LH,内侧皮层前部左侧
Ventromedial prefrontal cortex antero-inferior,内侧皮层下部
Ventromedial prefrontal cortex posterior,内侧皮层后部
Ventromedial prefrontal cortex posterior RH,内侧皮层后部右侧
ventricles,脑室
